Ительменское слово,Русское слово,Часть речи
sporэʔɬ-,спорить,неп
sport,спорт,сущ
sportiwnoj,спортивный,прил
marik,способ вылова рыбы,сущ
kup-,спотыкаться,неп
kupsxэn-,спотыкаться многократно,неп
kliɬʔin,справедливый,прил
qɬiɲɬlu-,спрашивать,п1
ɬiɲɬlu-,спрашивать,п1
ɬэɲɬlozo-,спрашивать,п1
pəŋlo- неп с.,спрашивать,
spŋэl-,спрашивать разрешения,неп
spŋэl-,спрашивать(ся),неп
stk'ɬat-,спрыгивать,неп
st'kɬ-,спрыгивать,неп
st'kɬatэ-,спрыгивать,неп
namzŋa-,спрятать,п1
nasnom,спуск с обрыва,сущ
tnas-,спускать,п1
xinsxtla-,спускать шкуру,п1
nas-,спускаться,неп
lut'ɬxэ-,сражаться,неп
qnaŋ,сразу,нареч
qnэŋ нареч с.,сразу,
kӑnnэnk,среди,нареч
kӑnnэnʔan,средний,прил
kӑnnʔin,средний,прил
lot'ɬxэs,ссора,сущ
loŋэl-,ссориться,п2
čχmal-,ссориться,неп
əntχzuʔɬ-,ставить,п1
əɲčxl-,ставить,п1
əntχzuʔɬ-,ставить вертикально,п1
atɬэmk'a-,ставить заплаты,п1
otxp-,ставить заплаты,п1
azəmzэ-,ставить заплаты на одежду,п1
atɬэmk'aʔɬ-,обуви,неп
ančxlэt-,ставить капканы,п1
əɲčэw-,ставить на стол,п1
ančxlэt-,ставить силки,п1
ŋэlэ,стадо,сущ
xčoɬ-,стадо охранять,п1
xčoɬ-,стадо пасти,п1
tniɬ-,сталкивать,п1
lэ-,становиться,неп
lэtэt-,становиться,неп
tэkэj-,становиться в строй,неп
ikəmsэ-,становиться короче,неп
filk'si-,становиться мягким,неп
q'эfsэ-,становиться сильнее,неп
kčoɲsэ-,становиться тонким,неп
naɬaʔniŋ,лыжи,сущ
staraʔɬ-,стараться,неп
ktxlotэknэn,старая (пожилая) женщина,сущ
jэrwač,"старая, поношенная кухлянка",сущ
t'ot'ot',средний кулик,сущ
pэtowal сущ urilwič,средний кулик,сущ
əlpə-,срезать,п1
əlpə-,срезать шерсть,п1
sročnoj,срочный,прил
əmpχэ-,срубить,п1
lэk'a-,срывать,п1
tsӑl-,срываться,неп
kzi-,срываться (сверху),неп
d'эd'utэ-,стареть,неп
tχloŋ lэ-,стареть,неп
ənpə-,стареть,неп
бaбutэ-,стареть (о женщине),неп
d'эd'učχ,старик,сущ
χэqač,старик,сущ
kaɬalxp,любовник,сущ
it'эnan,старинный,прил
qaʔt'anan,старинный,прил
wэqatэ- неп с.,стариться,
txlotэ-,стариться,неп
tχloŋ lэ-,стариться,неп
χэqatэ-,стариться,неп
starostaʔ,староста,сущ
бaбučχ,старуха,сущ
txlom,старуха,сущ
txločχ,старушка,сущ
ɲaɲa,старшая сестра,сущ
kɬfəɲčʔan,старший,прил
starsoj,старший,прил
aʎa,старший брат,сущ
aʎa,сестре,сущ
it'эnowan прил с.,старый,
it'эʔan прил с.,старый,
kpэtsaknan,старый,прил
qaʔt'anan,старый,прил
staroj,старый,прил
utxlaχ,старый,прил
kχэqatэknэn,старый (пожилой) мужчина,сущ
mэtxlaχ,старый (пожилой) человек,сущ
qlэqaməŋ,старый большой лахтак,сущ
χэqsas,старый гусь,сущ
kistaj,старый дом,сущ
эɬэwjuq,старый медведь,сущ
kistaqol,"старый, заброшенный дом",сущ
warnasχq,старьё,сущ
uʔ,ствол,сущ
upsχ,стебель,сущ
konsx,стебля кипрея часть,сущ
tpəll-,стегать,п1
č'aptk'ol-,стегать,п1
č'aptk'olsxэn-,стегать,п1
stэkloʔ,стекло,сущ
stэklaʔan,стеклянный,прил
aɲts-,стелить постель,неп
aɲts-,стелить постель,п1
stiʔɬ-,стелить постель,п1
stiʔɬ-,стелить(ся),неп
aɲts-,стелиться,неп
stэʔnŏŋ,стелька,сущ
č'unэʔn,стелька из травы,сущ
č'onэʔɬ-,русско-ительменский индекс,неп
utχzuʔnэʔn,ных горбылей тонких жердей,сущ
inэnju-,стеречь,неп
ŋiti-,стеречь,п1
kskozolaχ,стеснительный,прил
kskozoʔɬ-,стесняться,неп
ŋэskla- неп с.,стесняться,
toŋrэpɬ-,стесняться,неп
tormaʔɬ-,стесняться,неп
inləməɬ-,стирать,неп
stiraʔɬ-,стирать,неп
tuʔus,сто,числ
upэw,столб,сущ
xqoč,столб,сущ
nowaʔɬnom,столовая,сущ
nuknэn kist,столовая,сущ
эŋalэlэt-,стонать,неп
k'anxčoʔɬʔan,сторож,сущ
inju-,сторожить,п1
injusxэn-,сторожить,п1
ʷkasoŋ,сторона,сущ
onmэnom,стоянка,сущ
tχzu-,стоять,неп
tχzoʔŋэ-,стоять прочно,неп
krakwa,стоячий баран юрты,сущ
čэqsxэs,страдание от голода,сущ
čэqsxэ-,страдать,неп
čэqsxэzo-,страдать,неп
nitasxэn-,страдать душевно,неп
səmt,страна,сущ
ʷkɬijaki,страшно,нареч
ʷijakilaχ,страшный,прил
apɨlжakan,стрел,сущ
kaɬf сущ с.,стрела,
kaɬx,стрела,сущ
tilшkur,стрела тупая,сущ
kaɬxɬ-,стрелы делать,неп
ɬot-,стрелять,неп
ɬot-,стрелять,п1
ɬotzo-,стрелять,неп
ɬotzo-,стрелять,п1
fsэʔɬ-,стремиться,неп
atk'aʎačχ,стриж,сущ
koɬxančik,стриж,сущ
ənmi-,стричь,п1
ənmit-,стричь,п1
im-,стричься,неп
ɬk'l-,строгать,п1
ɬk'lэt-,строгать,п1
mawtanŏŋ,строение,сущ
sk-,строить,п1
ɬtaroŋ-,строить дом,неп
ɬэwzi-,строить себе дом,неп
ɬэwzi-,строиться,неп
tэkэj-,строиться,неп
qэsp,стропило,сущ
fэk'э-,стругать,п1
kukэ-,стряпать,неп
kokazo-,стряпать в большом количестве,неп
filk'filk'эčχ,студень,сущ
itɬqэsxэn-,стукаться,неп
ɬawəlnom,стул,сущ
ɬanom,стул,сущ
stul,стул,сущ
anst'wolzo-,ступать,неп
anst'wol-,ступать ногой,неп
эmэnэŋ,ступенька,сущ
amanəm,ступенька лестницы,сущ
pok'ɬ-,стучать,неп
pok'ok'a-,стучать,неп
stukaɬ-,стучать,неп
ənxэrwэrwэ-,стучать,п1
xirwirwi-,стучаться,неп
ənskozowa-,стыдить,п1
kskozoʔɬ-,стыдиться,неп
kskozolaχ,стыдливый,прил
kskozo,стыдно,межд
эʔlэ,сугроб,сущ
qэqč'oʔɬ-,судить,п1
anqэqč'oʔɬkaɬχ,судья,сущ
sojэtэʔɬ-,суетиться,неп
ənquɲŋ-,сужать,п1
quɲsэ-,сужаться,неп
sŋak,сук,сущ
č'ənq,сук,сущ
ŋiqsχ,сука,сущ
suqsuq,суксук,сущ
mask'эl,сумка,сущ
sэrwanŏŋ,сумка,сущ
trudunuska,сумка для рукоделия,сущ
namzŋa-,сунуть куда-то наскоро,п1
iɬq,суп,сущ
iɬqэ-,суп есть,неп
k'anxt'ɬŋaʔɬʔan,суровый,прил
loplop,сустав,сущ
ʎopačχ,сустав,сущ
anzwa-,сустав вправлять,п1
lэk'ul,сухая рыбья головка,сущ
k'isxq,сухо,нареч
k'эsxk'эsx,сухое место,сущ
tχisum,сухое рыбье мясо,сущ
sitɬ,сухожилие,сущ
k'izwilaχ,сухой,прил
sisxэŋэč,сухой паек,сущ
sχэtɬэʔɬ-,сучить жильные нитки,неп
č'ənq',сучок,сущ
itэwom,сушилка,сущ
nik'izwi-,сушить,неп
ənk'izwi-,сушить,п1
ənk'izwit-,сушить,п1
it-,существовать,неп
itkэʔɬ-,существовать,неп
ənxɬk-,сходить,неп
inxɬ-,сходить (и вернуться),неп
ənxɬk-,сходить и вернуться,неп
d'эkowaʔɬ-,сходить с ума,неп
qэčilaχ,счастливый,прил
aɲɬnэʔɬ-,считать,неп
ɬni-,считать,п1
mэɬqэw,и ягоды,сущ
χuʔŋunuŋ,съедобный корень,сущ
əsk,съедобный корень,сущ
k'fs-,съеживаться,неп
pэqsэ-,съеживаться,неп
pэsčkɬ-,съеживаться,неп
əlʔэ-,съездить,п2
p'эʔaj,сынишчонка,сущ
ins-,сыпать,п1
nэpэŋэʔɬ-,сыпать,неп
čxiŋ-,сыпаться,неп
čχэŋi-,сыпаться,неп
эsx,сыпь,сущ
эsxti-,сыпью покрываться,неп
čk'эčk'эtэ-,сыреть,неп
čk'эmt,сырое место,сущ
čk'эčk',сырое место,сущ
čqlaχ,сырой,прил
xamɬx,сырой жир,сущ
qəlk',сырой жир морского зверя,сущ
čk'эčk',сырость,сущ
čχamɬ-,сытно есть,неп
wotk нареч с.,сюда,
wotkoŋ нареч с.,сюда,
tkэ,сюда,нареч
ŋičk,табак,сущ
tawak,табак,сущ
proska,табак жевательный,сущ
tawako-,табак жевать,неп
aŋaŋč,таз,сущ
amэɬaŋ,тайком,нареч
fiɲwэ,тайком,нареч
xiʔnэrэ,тайком,нареч
amэɬas,тайна,сущ
amэɬaŋlaχ,тайный,прил
wonk нареч с.,так,
nwonkэ,так,нареч
ŋonkэ,так,нареч
jaəm,так как,союз
pəl,так как,предл
lэm,также,нареч
ŋonkэ,также,нареч
nwonkэ,таким образом,нареч
xэjnŋin,такой,прил
sэtzanom,талия,сущ
č'aal,тальник,сущ
č'эwal,тальник,сущ
knin,твой,мест
nwэʔn,те,мест
knankэ,тебе,мест
kəzza,тебя,мест
qэjuč,теленок,сущ
qэŋučχ,теленок,сущ
awzat-,телиться;,неп
kilwiɬχ,тело,сущ
uwik,тело,сущ
uwikэčχ,тело,сущ
qэŋutɬ,телятина,сущ
fiɬk'эčχ,темечко,сущ
txun-,темнеть,неп
txunq,темно,нареч
txuntxun,темнота,сущ
txunlaχ,темный,прил
ktxэɬxən,темя,сущ
fэt'ɬfэt'ɬ,тень,сущ
nэʔn,теперь,нареч
omsa-,теплеть,неп
omq,тепло,нареч
omʔom,тепло,сущ
omʔom,теплое место,сущ
omlaχ,тёплый,прил
tozazo-,тереть,п1
tozazoʔɬ-,тереть,неп
tozazoʔɬ-,тщательно,неп
iɬ-,терпеть тэрпэт,п1
člaʔna-,терпеть тэрпэт,п1
č'laʔ-,терпеть тэрпэт,п1
ik'sxulaχ,терпкий,прил
kst'laχ прил č'эč'эm,терпкий,сущ
mэč'-,терять,п1
nikɬfaʔɬ-,терять,неп
lilum,тальниковый лес,сущ
χi,там,нареч
χoqэn,там,нареч
χu,там,нареч
istэl-,танцевать,неп
ənsli-,таращиться,п1
ənsli-,таращиться,п1
torэlkaʔ,тарелка,сущ
k'эmmatzo-,таскать кого-либо за волосы,п2
k'эzu-,тащить,п1
stat-,тащить,п1
stil-,тащить,п1
txuŋ- п1 ю.,тащить,
čo-,таять,неп
ktaq,твёрдо,нареч
ktlaχ tozaʔɬ-,твёрдый,прил
tpla-,терять сознание,неп
quɲquɲ,теснина,сущ
qunstэl-,тесниться,неп
ʷquɲq,тесно,нареч
quɲquɲ,тесное место,сущ
quɲquɲ,теснота,сущ
ʷquɲʎaχ,тесный,прил
isxэʔsx,тесть,сущ
siw,тетива,сущ
ɬisx,тётя,сущ
wi- неп с.,течь,
fs-,течь,неп
fsэʔɬ-,течь быстро,неп
fsist-,течь сильно,неп
laχsχэʔsx,теща,сущ
Сamzat,Тигиль,собств
Йikiw,Тигильская река,собств
Тsallan,Тигильская сопка,собств
isэŋlaχ,тихий,прил
isэŋq,тихо,нареч
tэlwэčq,тихо,нареч
činəp,ткань,сущ
pkat-,ткань сдваивать,п1
nwэč,то,мест
эnu мест с.,то,
ipɬχ,товарищ,сущ
sxlэ,тогда,союз
qunix,тоже,союз
lэm,тоже,нареч
tnxэn-,толкать,п1
tniɬ-,толкать,п1
tniɬ-,толкать,п1
tniɬэt-,толкать,п1
intniʔɬ-,толкаться,неп
intnэsxэn-,толкаться,неп
qэpɬko-,толкаться,п1
iʔlэwэntэ-,толкаться шестами,неп
ʷqэpx,толкуша,сущ
č'rutx,толкуша,сущ
silqsilq,ительменской кухни),сущ
silqэʔɬ-,толкушу делать,неп
sэlqэ-,толкушу есть,неп
toloknoʔ,толокно,сущ
tala-,толочь,п1
tχэl-,толочь,п1
эnatala- неп с.,толочь,
č'amzanlasχq,толпа,сущ
qatolaχ,жердь,сущ
nomqэn lэ-,толстеть,неп
tirwit-,толстеть,неп
qozlaχ,толстый,прил
nomqэn,толстый,прил
tolstoj,толстый,прил
χotlaχ,толстый,прил
prostoj,только,нареч
toɬka,только,част
эm,только,нареч
ins,только что,нареч
ifa,только что,нареч
qumislaχ,томительный,прил
qumisi-,томиться,неп
čэqsxэ-,томиться,неп
kčoɲʎaχ,тонкий,прил
kčoŋʎaχ прил с.,тонкий,
oʎwэʎaχ,тонкий,прил
kčoɲsэ-,тонким становиться,неп
kčoɲq,тонко,нареч
kɬa-,тонуть,неп
ənkčoɲŋa-,тоньше сделать,п1
ojэlat-,топить,неп
uji-,топить,неп
ənkɬa-,топить,п1
ənkɬaɬ-,топить,п1
əɲčkɬэt-,топить,п1
filk'laχ,топкий,прил
utxq,топко,нареч
